mapping_id,colloquial_expression,mapped_standard_terms,mapped_issue,mapped_domain,source_node_ids,confidence,review_status,notes
mapping_a55b111f89f7,What does personal data mean in this source?,"[""personal data"", ""data protection"", ""consent"", ""data subject"", ""obtain consent"", ""disclosure"", ""collect data"", ""disclose data"", ""business"", ""cybersecurity"", ""data controller"", ""Personal Data""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0001_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0002_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0003_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0004_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0005_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0006_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0008_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0009_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0010_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0019_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0020_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0021_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0022_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0023_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0025_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0026_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0027_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0029_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0030_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0031_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0032_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0034_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0035_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0036_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0037_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0038_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0039_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0040_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0041_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0042_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0043_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0044_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0045_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0046_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0047_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0048_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0049_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0050_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0052_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0053_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0054_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0055_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0056_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0057_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0058_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0059_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0060_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0061_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0062_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0063_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0064_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0065_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0066_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0067_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0068_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0069_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0070_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0071_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0072_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0077_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0078_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0079_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0080_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0081_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0084_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0086_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0088_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0089_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0093_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0095_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0099_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0102_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0103_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0104_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0105_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0107_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0108_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0112_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0116_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0117_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_8180a4b81941,What does preference share mean in this source?,"[""preference share"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0606_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_cdf2b1a8c5a4,What does printed mean in this source?,"[""printed"", ""private company"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0060_ast""]",medium,pending,"[""Generated from AST possible_user_questions.""]"
mapping_3191fa189382,What does prospectus mean in this source?,"[""prospectus"", ""public accountant"", ""public agency"", ""authority"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0061_ast""]",medium,pending,"[""Generated from AST possible_user_questions.""]"
mapping_9429f4914526,What does Recording of resolutions passed by written mean in this source?,"[""Recording of resolutions passed by written"", ""comply with obligation"", ""notify"", ""retain records"", ""business""]",consent_requirement,unknown,"[""companies_act_1967_c8232023ef_chunk_0631_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_a0809dfd78d0,What does register of controllers mean in this source?,"[""register of controllers"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0949_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_b548ff476a40,What does relevant period mean in this source?,"[""relevant period"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0303_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_c3f50c7d937a,What does relevant person mean in this source?,"[""relevant person"", ""relevant company"", ""comply with obligation"", ""authority"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0681_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_1dda8d6e307d,What does Rules mean in this source?,"[""Rules"", ""share"", ""solicitor"", ""statutory meeting"", ""statutory report"", ""summary financial statement""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0063_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_85ecd037a27d,What does shipowner’s lien mean in this source?,"[""shipowner’s lien""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0414_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_7859509e1355,What does specified share mean in this source?,"[""specified share"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0241_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_25098efc4414,What does the excess shares mean in this source?,"[""the excess shares"", ""authority"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0331_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_8d49acc30f3c,What does this document say about electronic record?,"[""electronic record"", ""company record"", ""in electronic form"", ""in hard copy form"", ""retain records"", ""business""]",unknown,electronic transactions,"[""companies_act_1967_c8232023ef_chunk_1022_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_398d2193b564,What does this document say about network data?,"[""网络安全"", ""关键信息基础设施"", ""网络运营者"", ""法律责任"", ""network data"", ""comply with obligation"", ""process data"", ""organisation"", ""authority"", ""business"", ""notify"", ""retain records""]",cybersecurity_obligation,cybersecurity,"[""document_ba5049f6a2_chunk_0001_ast"", ""document_ba5049f6a2_chunk_0002_ast"", ""document_318a65d5a2_chunk_0001_ast"", ""document_318a65d5a2_chunk_0002_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_c2afa748de8b,What does this document say about personal data?,"[""personal data"", ""data protection"", ""consent"", ""data subject"", ""obtain consent"", ""disclosure"", ""collect data"", ""disclose data"", ""business"", ""cybersecurity"", ""data controller"", ""Personal Data""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0001_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0002_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0003_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0004_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0005_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0006_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0008_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0009_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0010_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0019_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0020_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0021_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0022_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0023_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0025_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0026_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0027_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0029_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0030_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0031_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0032_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0034_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0035_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0036_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0037_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0038_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0039_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0040_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0041_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0042_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0043_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0044_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0045_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0046_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0047_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0048_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0049_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0050_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0052_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0053_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0054_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0055_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0056_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0057_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0058_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0059_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0060_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0061_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0062_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0063_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0064_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0065_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0066_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0067_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0068_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0069_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0070_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0071_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0072_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0077_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0078_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0079_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0080_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0081_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0084_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0086_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0088_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0089_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0093_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0095_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0099_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0102_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0103_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0104_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0105_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0107_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0108_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0112_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0116_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0117_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_a3b614f70094,What does transfer mean in this source?,"[""transfer"", ""transfer data"", ""business"", ""data protection"", ""offence"", ""authority"", ""enforcement"", ""liability"", ""comply with obligation"", ""retain records"", ""non-electronic medium"", ""notify""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0011_ast"", ""companies_act_1967_c8232023ef_chunk_0012_ast"", ""companies_act_1967_c8232023ef_chunk_0024_ast"", ""companies_act_1967_c8232023ef_chunk_0025_ast"", ""companies_act_1967_c8232023ef_chunk_0031_ast"", ""companies_act_1967_c8232023ef_chunk_0039_ast"", ""companies_act_1967_c8232023ef_chunk_0040_ast"", ""companies_act_1967_c8232023ef_chunk_0042_ast"", ""companies_act_1967_c8232023ef_chunk_0081_ast"", ""companies_act_1967_c8232023ef_chunk_0109_ast"", ""companies_act_1967_c8232023ef_chunk_0110_ast"", ""companies_act_1967_c8232023ef_chunk_0132_ast"", ""companies_act_1967_c8232023ef_chunk_0133_ast"", ""companies_act_1967_c8232023ef_chunk_0134_ast"", ""companies_act_1967_c8232023ef_chunk_0139_ast"", ""companies_act_1967_c8232023ef_chunk_0140_ast"", ""companies_act_1967_c8232023ef_chunk_0144_ast"", ""companies_act_1967_c8232023ef_chunk_0145_ast"", ""companies_act_1967_c8232023ef_chunk_0155_ast"", ""companies_act_1967_c8232023ef_chunk_0156_ast"", ""companies_act_1967_c8232023ef_chunk_0231_ast"", ""companies_act_1967_c8232023ef_chunk_0244_ast"", ""companies_act_1967_c8232023ef_chunk_0291_ast"", ""companies_act_1967_c8232023ef_chunk_0333_ast"", ""companies_act_1967_c8232023ef_chunk_0334_ast"", ""companies_act_1967_c8232023ef_chunk_0336_ast"", ""companies_act_1967_c8232023ef_chunk_0371_ast"", ""companies_act_1967_c8232023ef_chunk_0374_ast"", ""companies_act_1967_c8232023ef_chunk_0383_ast"", ""companies_act_1967_c8232023ef_chunk_0388_ast"", ""companies_act_1967_c8232023ef_chunk_0389_ast"", ""companies_act_1967_c8232023ef_chunk_0390_ast"", ""companies_act_1967_c8232023ef_chunk_0392_ast"", ""companies_act_1967_c8232023ef_chunk_0393_ast"", ""companies_act_1967_c8232023ef_chunk_0394_ast"", ""companies_act_1967_c8232023ef_chunk_0395_ast"", ""companies_act_1967_c8232023ef_chunk_0396_ast"", ""companies_act_1967_c8232023ef_chunk_0397_ast"", ""companies_act_1967_c8232023ef_chunk_0398_ast"", ""companies_act_1967_c8232023ef_chunk_0399_ast"", ""companies_act_1967_c8232023ef_chunk_0400_ast"", ""companies_act_1967_c8232023ef_chunk_0401_ast"", ""companies_act_1967_c8232023ef_chunk_0402_ast"", ""companies_act_1967_c8232023ef_chunk_0403_ast"", ""companies_act_1967_c8232023ef_chunk_0404_ast"", ""companies_act_1967_c8232023ef_chunk_0504_ast"", ""companies_act_1967_c8232023ef_chunk_0534_ast"", ""companies_act_1967_c8232023ef_chunk_0536_ast"", ""companies_act_1967_c8232023ef_chunk_0537_ast"", ""companies_act_1967_c8232023ef_chunk_0650_ast"", ""companies_act_1967_c8232023ef_chunk_0760_ast"", ""companies_act_1967_c8232023ef_chunk_0764_ast"", ""companies_act_1967_c8232023ef_chunk_0765_ast"", ""companies_act_1967_c8232023ef_chunk_0766_ast"", ""companies_act_1967_c8232023ef_chunk_0767_ast"", ""companies_act_1967_c8232023ef_chunk_0768_ast"", ""companies_act_1967_c8232023ef_chunk_0769_ast"", ""companies_act_1967_c8232023ef_chunk_0770_ast"", ""companies_act_1967_c8232023ef_chunk_0771_ast"", ""companies_act_1967_c8232023ef_chunk_0772_ast"", ""companies_act_1967_c8232023ef_chunk_0773_ast"", ""companies_act_1967_c8232023ef_chunk_0774_ast"", ""companies_act_1967_c8232023ef_chunk_0775_ast"", ""companies_act_1967_c8232023ef_chunk_0776_ast"", ""companies_act_1967_c8232023ef_chunk_0777_ast"", ""companies_act_1967_c8232023ef_chunk_0778_ast"", ""companies_act_1967_c8232023ef_chunk_0779_ast"", ""companies_act_1967_c8232023ef_chunk_0780_ast"", ""companies_act_1967_c8232023ef_chunk_0781_ast"", ""companies_act_1967_c8232023ef_chunk_0783_ast"", ""companies_act_1967_c8232023ef_chunk_0784_ast"", ""companies_act_1967_c8232023ef_chunk_0787_ast"", ""companies_act_1967_c8232023ef_chunk_0800_ast"", ""companies_act_1967_c8232023ef_chunk_0807_ast"", ""companies_act_1967_c8232023ef_chunk_0847_ast"", ""companies_act_1967_c8232023ef_chunk_0848_ast"", ""companies_act_1967_c8232023ef_chunk_0849_ast"", ""companies_act_1967_c8232023ef_chunk_0872_ast"", ""companies_act_1967_c8232023ef_chunk_0873_ast"", ""companies_act_1967_c8232023ef_chunk_0875_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_c7f1db3f56af,What does ultimate parent corporation mean in this source?,"[""ultimate parent corporation"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0753_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_5d259214a0c4,What does unlisted public company mean in this source?,"[""unlisted public company"", ""business""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0627_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_f9518e62115b,What does “instant messaging account mean in this source?,"[""“instant messaging account"", ""instant messaging service"", ""authority""]",unknown,unknown,"[""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0155_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_17869b6856d4,What does 个人信息 mean in this source?,"[""个人信息"", ""个人信息处理者"", ""法律责任"", ""personal data"", ""collect data"", ""process data"", ""disclose data"", ""obtain consent"", ""自动化决策"", ""关键信息基础设施"", ""transfer data"", ""comply with obligation""]",personal_data_protection,data protection,"[""document_0e841274ea_chunk_0001_ast"", ""document_0e841274ea_chunk_0002_ast"", ""document_0e841274ea_chunk_0003_ast"", ""document_0e841274ea_chunk_0004_ast"", ""document_0e841274ea_chunk_0005_ast"", ""document_0e841274ea_chunk_0006_ast"", ""document_0e841274ea_chunk_0007_ast"", ""document_0e841274ea_chunk_0008_ast"", ""document_0e841274ea_chunk_0009_ast"", ""document_ba5049f6a2_chunk_0003_ast"", ""document_ba5049f6a2_chunk_0004_ast"", ""document_ba5049f6a2_chunk_0005_ast"", ""document_ba5049f6a2_chunk_0008_ast"", ""document_ba5049f6a2_chunk_0009_ast"", ""document_318a65d5a2_chunk_0004_ast"", ""document_318a65d5a2_chunk_0005_ast"", ""document_318a65d5a2_chunk_0006_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_eae721372d8c,What does 网络安全 mean in this source?,"[""网络安全"", ""关键信息基础设施"", ""网络运营者"", ""法律责任"", ""network data"", ""comply with obligation"", ""process data"", ""organisation"", ""collect data"", ""notify"", ""authority"", ""business""]",cybersecurity_obligation,cybersecurity,"[""document_ba5049f6a2_chunk_0001_ast"", ""document_ba5049f6a2_chunk_0002_ast"", ""document_ba5049f6a2_chunk_0006_ast"", ""document_ba5049f6a2_chunk_0007_ast"", ""document_318a65d5a2_chunk_0001_ast"", ""document_318a65d5a2_chunk_0002_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_03246c07f7b0,What happens if a company breaks the data law?,"[""penalty or liability for contravention""]",unknown,unknown,"[""companies_act_1967_c8232023ef_chunk_0001_ast"", ""companies_act_1967_c8232023ef_chunk_0002_ast"", ""companies_act_1967_c8232023ef_chunk_0003_ast"", ""companies_act_1967_c8232023ef_chunk_0004_ast"", ""companies_act_1967_c8232023ef_chunk_0005_ast"", ""companies_act_1967_c8232023ef_chunk_0006_ast"", ""companies_act_1967_c8232023ef_chunk_0007_ast"", ""companies_act_1967_c8232023ef_chunk_0008_ast"", ""companies_act_1967_c8232023ef_chunk_0009_ast"", ""companies_act_1967_c8232023ef_chunk_0010_ast"", ""companies_act_1967_c8232023ef_chunk_0011_ast"", ""companies_act_1967_c8232023ef_chunk_0012_ast"", ""companies_act_1967_c8232023ef_chunk_0013_ast"", ""companies_act_1967_c8232023ef_chunk_0014_ast"", ""companies_act_1967_c8232023ef_chunk_0015_ast"", ""companies_act_1967_c8232023ef_chunk_0016_ast"", ""companies_act_1967_c8232023ef_chunk_0017_ast"", ""companies_act_1967_c8232023ef_chunk_0018_ast"", ""companies_act_1967_c8232023ef_chunk_0019_ast"", ""companies_act_1967_c8232023ef_chunk_0020_ast"", ""companies_act_1967_c8232023ef_chunk_0021_ast"", ""companies_act_1967_c8232023ef_chunk_0022_ast"", ""companies_act_1967_c8232023ef_chunk_0023_ast"", ""companies_act_1967_c8232023ef_chunk_0024_ast"", ""companies_act_1967_c8232023ef_chunk_0025_ast"", ""companies_act_1967_c8232023ef_chunk_0026_ast"", ""companies_act_1967_c8232023ef_chunk_0027_ast"", ""companies_act_1967_c8232023ef_chunk_0028_ast"", ""companies_act_1967_c8232023ef_chunk_0029_ast"", ""companies_act_1967_c8232023ef_chunk_0030_ast"", ""companies_act_1967_c8232023ef_chunk_0031_ast"", ""companies_act_1967_c8232023ef_chunk_0032_ast"", ""companies_act_1967_c8232023ef_chunk_0033_ast"", ""companies_act_1967_c8232023ef_chunk_0034_ast"", ""companies_act_1967_c8232023ef_chunk_0035_ast"", ""companies_act_1967_c8232023ef_chunk_0036_ast"", ""companies_act_1967_c8232023ef_chunk_0037_ast"", ""companies_act_1967_c8232023ef_chunk_0038_ast"", ""companies_act_1967_c8232023ef_chunk_0039_ast"", ""companies_act_1967_c8232023ef_chunk_0040_ast""]",high,pending,"[""Seed colloquial expression mapped to AST-backed terms; pending review.""]"
